Организация;Партнер;ИНН;КПП;ТС;ГосНомер;ИД;Активно;ОкончаниеНачисления;НомерНачисления;ДатаНачисления;Сумманачисления;НомерСчета;ДатаСчет;
Беличенко С.А. ИП;АВТО-Черноземье;3666131185;366601001;авто Foton к 376 вм 136;Foton к 376 вм 136;1138014973;Да;01.01.0001 0:00:00;;;0;;;
Беличенко С.А. ИП;АВТО-Черноземье;3666131185;366601001;авто Камаз а 735 вр 136;Камаз а 735 вр 136;336016874;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003268;29.06.2020 0:00:00;
Беличенко С.А. ИП;АВТО-Черноземье;3666131185;366601001;авто Lada Vesta а 177 вр ;Lada Vesta а 177 вр 136;1138006912;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003268;29.06.2020 0:00:00;
Беличенко С.А. ИП;АВТО-Черноземье;3666131185;366601001;авто Lada Vesta а 078 вр ;Lada Vesta а 078 вр 136;1138006852;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003268;29.06.2020 0:00:00;
Беличенко С.А. ИП;АВТО-Черноземье;3666131185;366601001;авто Lada Vesta а 197 вр ;Lada Vesta а 197 вр 136;1138006853;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003268;29.06.2020 0:00:00;
Беличенко С.А. ИП;АВТО-Черноземье;3666131185;366601001;авто Lada Vesta а 156 вр ;Lada Vesta а 156 вр 136;1138006371;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003268;29.06.2020 0:00:00;
Беличенко С.А. ИП;АВТО-Черноземье;3666131185;366601001;авто Lada Vesta а 127 вр ;Lada Vesta а 127 вр 136;1138006851;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003268;29.06.2020 0:00:00;
Беличенко С.А. ИП;АВТО-Черноземье;3666131185;366601001;авто Lada Vesta а 183 вр ;Lada Vesta а 183 вр 136;1138006907;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003268;29.06.2020 0:00:00;
Беличенко С.А. ИП;АВТО-Черноземье;3666131185;366601001;авто Lada Vesta а 168 вр ;Lada Vesta а 168 вр 136;1138006909;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003268;29.06.2020 0:00:00;
Беличенко С.А. ИП;АВТО-Черноземье;3666131185;366601001;авто Lada Vesta а 189 вр ;Lada Vesta а 189 вр 136;1138006905;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003268;29.06.2020 0:00:00;
Беличенко С.А. ИП;АВТО-Черноземье;3666131185;366601001;авто Lada Vesta 51312;Lada Vesta 51312;;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003268;29.06.2020 0:00:00;
Беличенко С.А. ИП;АВТО-Черноземье;3666131185;366601001;LADA 51315     ;51315     ;;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003268;29.06.2020 0:00:00;
Беличенко С.А. ИП;АВТО-Черноземье;3666131185;366601001;авто Lada Vesta н 971 вр ;Lada Vesta н 971 вр 136;1138008349;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003268;29.06.2020 0:00:00;
Беличенко С.А. ИП;АВТО-Черноземье;3666131185;366601001;авто Lada Largus н 940 вр;Lada Largus н 940 вр 136;1138008350;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003268;29.06.2020 0:00:00;
Беличенко С.А. ИП;АВТО-Черноземье;3666131185;366601001;авто Lada Vesta 51302;Lada Vesta 51302;;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003268;29.06.2020 0:00:00;
Беличенко С.А. ИП;АВТО-Черноземье;3666131185;366601001;авто Lada Vesta 98523;Lada Vesta 98523;;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003268;29.06.2020 0:00:00;
Беличенко С.А. ИП;АВТО-Черноземье;3666131185;366601001;авто Lada Vesta н 914 вр ;Lada Vesta н 914 вр 136;1138008418;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003268;29.06.2020 0:00:00;
Беличенко С.А. ИП;АВТО-Черноземье;3666131185;366601001;авто Lada Vesta н 921 вр ;Lada Vesta н 921 вр 136;1138008417;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003268;29.06.2020 0:00:00;
Беличенко С.А. ИП;АВТО-Черноземье;3666131185;366601001;авто Lada Vesta н 868 вр ;Lada Vesta н 868 вр 136;1138008414;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003268;29.06.2020 0:00:00;
Беличенко С.А. ИП;АВТО-Черноземье;3666131185;366601001;авто Lada Vesta н 898 вр ;Lada Vesta н 898 вр 136;1138008413;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003268;29.06.2020 0:00:00;
Беличенко С.А. ИП;АВТО-Черноземье;3666131185;366601001;авто Lada Vesta н 884 вр ;Lada Vesta н 884 вр 136;1138008419;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003268;29.06.2020 0:00:00;
Беличенко С.А. ИП;АВТО-Черноземье;3666131185;366601001;авто Lada Vesta 65686 ;Lada Vesta 65686 ;;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003268;29.06.2020 0:00:00;
Беличенко С.А. ИП;АВТО-Черноземье;3666131185;366601001;Lada 51297     ;51297     ;;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003268;29.06.2020 0:00:00;
Беличенко С.А. ИП;АВТО-Черноземье;3666131185;366601001;Lada 40405     ;40405     ;;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003268;29.06.2020 0:00:00;
Беличенко С.А. ИП;АВТО-Черноземье;3666131185;366601001;Lada 51297     ;51297     ;;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003268;29.06.2020 0:00:00;
Беличенко С.А. ИП;АВТО-Черноземье;3666131185;366601001;Lada 51294     ;51294     ;;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003268;29.06.2020 0:00:00;
Беличенко С.А. ИП;АВТО-Черноземье;3666131185;366601001;авто Камаз а 580 ер 716;Камаз а 580 ер 716;336031138;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003268;29.06.2020 0:00:00;
Беличенко С.А. ИП;АВТО-Черноземье;3666131185;366601001;авто Камаз а 962 ер 716;Камаз а 962 ер 716;;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003268;29.06.2020 0:00:00;
Беличенко С.А. ИП;АВТО-Черноземье;3666131185;366601001;авто Lada Vesta м 652 вр ;Lada Vesta м 652 вр 136;1138006913;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003268;29.06.2020 0:00:00;
Беличенко С.А. ИП;АВТО-Черноземье;3666131185;366601001;авто Lada Vesta м 279 вр ;Lada Vesta м 279 вр 136;1138007940;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003268;29.06.2020 0:00:00;
Беличенко С.А. ИП;АВТО-Черноземье;3666131185;366601001;авто Lada Vesta м 696 вр ;Lada Vesta м 696 вр 136;1138007941;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003268;29.06.2020 0:00:00;
Беличенко С.А. ИП;АВТО-Черноземье;3666131185;366601001;авто Камаз м 744 ох 36;Камаз м 744 ох 36;1138010963;Нет;01.01.0001 0:00:00;;;0;;;
Беличенко С.А. ИП;ИНТЕРИУМ;6150098677;615001001;авто трк интериум;трк интериум;303006593;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;1 000;ИПУТ-003406;29.06.2020 0:00:00;
Беличенко С.А. ИП;Янтарь (Воронеж);3650000395;366201001;авто Volvo м 530 уу 36;Volvo м 530 уу 36;336022805;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003696;29.06.2020 0:00:00;
Беличенко С.А. ИП;Газметимпэкс;7708759983;770301001;авто Камаз о 537 ус 750;Камаз о 537 ус 750;1224000536;Нет;30.04.2020 0:00:00;000000145;06.05.2020 16:32:06;500;ИПУТ-002233;06.05.2020 0:00:00;
Беличенко С.А. ИП;Карташов С. В.;362802285103;;авто DAF о 010 уа 36;DAF о 010 уа 36;1138002218;Нет;31.12.2019 0:00:00;000000128;02.04.2020 12:28:04;500;ИПУТ-001789;02.04.2020 0:00:00;
Беличенко С.А. ИП;Карташов С. В.;362802285103;;авто DAF х 069 ао 136;DAF х 069 ао 136;;Нет;31.12.2019 0:00:00;;;0;;;
Беличенко С.А. ИП;Карташов С. В.;362802285103;;авто Renault а 653 ау 136;Renault а 653 ау 136;1138002224;Нет;31.12.2019 0:00:00;000000128;02.04.2020 12:28:04;500;ИПУТ-001789;02.04.2020 0:00:00;
Беличенко С.А. ИП;Башмакова Р.К. ИП;362601026211;;авто к 452 ув 36;к 452 ув 36;20369003375;Нет;31.01.2020 0:00:00;;;0;;;
Беличенко С.А. ИП;Голубцов В. В. ИП;227400390910;;авто MAN т 326 ео 142;MAN т 326 ео 142;1159001434;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003361;29.06.2020 0:00:00;
Беличенко С.А. ИП;Медведкова О.В.;632202664010;;авто Scania а 789 ун 163;Scania а 789 ун 163;1138003748;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003470;29.06.2020 0:00:00;
Беличенко С.А. ИП;Шуваева О.С.;311900875379;;авто Shacman р 541 хн 31;Shacman р 541 хн 31;1220000666;Нет;30.04.2020 0:00:00;000000128;02.04.2020 12:28:04;500;ИПУТ-002080;02.04.2020 0:00:00;
Беличенко С.А. ИП;Амбарцумян С.С.;;;авто Dong Feng о 176 на 7;Dong Feng о 176 на 72;1159001465;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003286;29.06.2020 0:00:00;
Беличенко С.А. ИП;Альфатория;3663085935;366301001;Камаз Камаз vin 9228;Камаз vin 9228;336016567;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003285;29.06.2020 0:00:00;
Беличенко С.А. ИП;Альфатория;3663085935;366301001;Камаз Камаз vin 9656;Камаз vin 9656;336016569;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003285;29.06.2020 0:00:00;
Беличенко С.А. ИП;Альфатория;3663085935;366301001;авто Газель е 023 вт 136;Газель е 023 вт 136;336027690;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003285;29.06.2020 0:00:00;
Беличенко С.А. ИП;Спецдорстрой сочи;2320251624;232001001;авто Shacman х 877 кв 142;Shacman х 877 кв 142 (старый);1136000200;Нет;01.03.2020 0:00:00;;;0;;;
Беличенко С.А. ИП;Спецдорстрой сочи;2320251624;232001001;Shacman Shacman е 972 ке ;Shacman е 972 ке 142;1138009604;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003607;29.06.2020 0:00:00;
Беличенко С.А. ИП;Спецдорстрой сочи;2320251624;232001001;авто Shacman х 877 кв 142;Shacman х 877 кв 142;1138009697;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003607;29.06.2020 0:00:00;
Беличенко С.А. ИП;Джиоев Д.А.;;;авто ХОВО м 191 уе 68;ХОВО м 191 уе 68;1159001447;Да;01.01.0001 0:00:00;000000166;02.06.2020 17:02:02;500;ИПУТ-002865;02.06.2020 0:00:00;
Беличенко С.А. ИП;Биганов В.Т.;;; ХОВО а 496 ре 15;ХОВО а 496 ре 15;1159001445;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003321;29.06.2020 0:00:00;
Беличенко С.А. ИП;Хасбулатов А.У.;;;авто Volvo с 093 он 93;Volvo с 093 он 93;1159001464;Нет;31.03.2020 0:00:00;000000125;20.03.2020 23:59:59;500;ИПУТ-001587;20.03.2020 0:00:00;
Беличенко С.А. ИП;Асиев Р.В.;;;авто Volvo в 633 тм 95;Volvo в 633 тм 95;1159001458;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003296;29.06.2020 0:00:00;
Беличенко С.А. ИП;Асиев Р.В.;;;авто Volvo у 296 ту 95;Volvo у 296 ту 95;1159001459;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003296;29.06.2020 0:00:00;
Беличенко С.А. ИП;Полуночкин Д. И. КФХ;262507325476;;авто SDLG 0440 АС 36;SDLG 0440 АС 36;336020885;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003539;29.06.2020 0:00:00;
Беличенко С.А. ИП;Полуночкин Д. И. КФХ;262507325476;;SDLG о 440 ас 36;о 440 ас 36;;Нет;01.01.0001 0:00:00;;;0;;;
Беличенко С.А. ИП;Юникс-М;3666193537;366601001;авто DAF е 129 вр 136;DAF е 129 вр 136;336014135;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003692;29.06.2020 0:00:00;
Беличенко С.А. ИП;Юникс-М;3666193537;366601001;авто DAF е 139 вр 136;DAF е 139 вр 136;336020213;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003692;29.06.2020 0:00:00;
Беличенко С.А. ИП;Центр СтроитМашинЮГ;2323033293;232301001;авто Freightliner т 612 м;Freightliner т 612 мм 95;369004680;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003682;29.06.2020 0:00:00;
Беличенко С.А. ИП;Центр СтроитМашинЮГ;2323033293;232301001;авто Камаз а 544 ус 123;Камаз а 544 ус 123;359500823;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003682;29.06.2020 0:00:00;
Беличенко С.А. ИП;Центр СтроитМашинЮГ;2323033293;232301001;авто MAN в 545 ор 123;MAN в 545 ор 123;359500993;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003682;29.06.2020 0:00:00;
Беличенко С.А. ИП;Центр СтроитМашинЮГ;2323033293;232301001;авто Камаз м 387 уу 123;Камаз м 387 уу 123;359500828;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003682;29.06.2020 0:00:00;
Беличенко С.А. ИП;Центр СтроитМашинЮГ;2323033293;232301001;авто Камаз а 492 ус 123;Камаз а 492 ус 123;359500830;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003682;29.06.2020 0:00:00;
Беличенко С.А. ИП;Центр СтроитМашинЮГ;2323033293;232301001;авто Камаз м 377 уу 123;Камаз м 377 уу 123;359500824;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003682;29.06.2020 0:00:00;
Беличенко С.А. ИП;Центр СтроитМашинЮГ;2323033293;232301001;Fred т 612 мм 95;т 612 мм 95;;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003682;29.06.2020 0:00:00;
Беличенко С.А. ИП;Центр СтроитМашинЮГ;2323033293;232301001;авто Volvo т 707 тр 123;Volvo т 707 тр 123;359500795;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003682;29.06.2020 0:00:00;
Беличенко С.А. ИП;Центр СтроитМашинЮГ;2323033293;232301001;авто Mercedes о 180 рр 75;Mercedes о 180 рр 750;359501006;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003682;29.06.2020 0:00:00;
Беличенко С.А. ИП;Центр СтроитМашинЮГ;2323033293;232301001;авто DAF с 948 ху 93;DAF с 948 ху 93;359500796;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003682;29.06.2020 0:00:00;
Беличенко С.А. ИП;Олимп Авто;2311257203;231101001;MAN MAN м 449 ут 123;MAN м 449 ут 123;369004674;Нет;30.06.2020 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003517;29.06.2020 0:00:00;
Беличенко С.А. ИП;Олимп Авто;2311257203;231101001;MAN MAN м 567 ут 123;MAN м 567 ут 123;369004681;Нет;30.06.2020 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003517;29.06.2020 0:00:00;
Беличенко С.А. ИП;Олимп Авто;2311257203;231101001;MAN м 306 ут 123;м 306 ут 123;;Нет;30.06.2020 0:00:00;;;0;;;
Беличенко С.А. ИП;Олимп Авто;2311257203;231101001;авто MAN м 306 ут 123;MAN м 306 ут 123;359500995;Нет;30.06.2020 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003517;29.06.2020 0:00:00;
Беличенко С.А. ИП;Базис-СтройСистемы;9715337344;771501001;авто Renault в 485 ат 82;Renault в 485 ат 82;359500994;Да;01.01.0001 0:00:00;000000166;02.06.2020 17:02:02;500;ИПУТ-002768;02.06.2020 0:00:00;
Беличенко С.А. ИП;Базис-СтройСистемы;9715337344;771501001;авто Volvo в 686 вн 178;Volvo в 686 вн 178;359500558;Да;01.01.0001 0:00:00;000000166;02.06.2020 17:02:02;500;ИПУТ-002768;02.06.2020 0:00:00;
Беличенко С.А. ИП;Базис-СтройСистемы;9715337344;771501001;авто Камаз о 256 ва 777;Камаз о 256 ва 777;359500826;Да;01.01.0001 0:00:00;000000166;02.06.2020 17:02:02;500;ИПУТ-002768;02.06.2020 0:00:00;
Беличенко С.А. ИП;Базис-СтройСистемы;9715337344;771501001;авто MAN р 797 тк 178;MAN р 797 тк 178;359500561;Да;01.01.0001 0:00:00;000000166;02.06.2020 17:02:02;500;ИПУТ-002768;02.06.2020 0:00:00;
Беличенко С.А. ИП;Базис-СтройСистемы;9715337344;771501001;авто Iveco о 118 хм 77;Iveco о 118 хм 77;359500559;Да;01.01.0001 0:00:00;000000166;02.06.2020 17:02:02;500;ИПУТ-002768;02.06.2020 0:00:00;
Беличенко С.А. ИП;Базис-СтройСистемы;9715337344;771501001;Камаз Камаз о 255 ва 777;Камаз о 255 ва 777;359500989;Да;01.01.0001 0:00:00;000000166;02.06.2020 17:02:02;500;ИПУТ-002768;02.06.2020 0:00:00;
Беличенко С.А. ИП;Базис-СтройСистемы;9715337344;771501001;авто Iveko е 526 оу 197;Iveko е 526 оу 197;359500562;Да;01.01.0001 0:00:00;000000166;02.06.2020 17:02:02;500;ИПУТ-002768;02.06.2020 0:00:00;
Беличенко С.А. ИП;Базис-СтройСистемы;9715337344;771501001;авто Камаз о 041 ха 123;Камаз о 041 ха 123;359501002;Да;01.01.0001 0:00:00;000000166;02.06.2020 17:02:02;500;ИПУТ-002768;02.06.2020 0:00:00;
Беличенко С.А. ИП;Базис-СтройСистемы;9715337344;771501001;авто MAN о 037 ам 47;MAN о 037 ам 47;359500798;Да;01.01.0001 0:00:00;000000166;02.06.2020 17:02:02;500;ИПУТ-002768;02.06.2020 0:00:00;
Беличенко С.А. ИП;Базис-СтройСистемы;9715337344;771501001;авто Iveco о 115 хм 77;Iveco о 115 хм 77;359500881;Да;01.01.0001 0:00:00;000000166;02.06.2020 17:02:02;500;ИПУТ-002768;02.06.2020 0:00:00;
Беличенко С.А. ИП;Землянскмолоко ООО;3662054476;362801001;Hyundai т228ар136  ;т228ар136  ;243300033517;Нет;30.11.2019 0:00:00;;;0;;;
Беличенко С.А. ИП;СТС Агро-Транс ООО;3122002360;312201001;авто Mercedes т 024 са 31;Mercedes т 024 са 31;336030280;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003631;29.06.2020 0:00:00;
Беличенко С.А. ИП;СТС Агро-Транс ООО;3122002360;312201001;авто Mercedes т 044 са 31;Mercedes т 044 са 31;1096000484;Да;01.01.0001 0:00:00;;;0;;;
Беличенко С.А. ИП;СТС Агро-Транс ООО;3122002360;312201001;авто Камаз у 807 еа 59;Камаз у 807 еа 59;1104000428;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003631;29.06.2020 0:00:00;
Беличенко С.А. ИП;СТС Агро-Транс ООО;3122002360;312201001;авто Камаз у 383 нс 163;Камаз у 383 нс 163;1104000436;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003631;29.06.2020 0:00:00;
Беличенко С.А. ИП;СТС Агро-Транс ООО;3122002360;312201001;авто Камаз м 736 вв 116;Камаз м 736 вв 116;1104000437;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003631;29.06.2020 0:00:00;
Беличенко С.А. ИП;СТС Агро-Транс ООО;3122002360;312201001;авто Камаз х 809 ве 190;Камаз х 809 ве 190;1104000438;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003631;29.06.2020 0:00:00;
Беличенко С.А. ИП;СТС Агро-Транс ООО;3122002360;312201001;авто Камаз с 479 ор 59;Камаз с 479 ор 59;1104000434;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003631;29.06.2020 0:00:00;
Беличенко С.А. ИП;СТС Агро-Транс ООО;3122002360;312201001;авто Камаз у 810 еа 59;Камаз у 810 еа 59;1104000433;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003631;29.06.2020 0:00:00;
Беличенко С.А. ИП;СТС Агро-Транс ООО;3122002360;312201001;авто Камаз в 617 на 16;Камаз в 617 на 16;1104000432;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003631;29.06.2020 0:00:00;
Беличенко С.А. ИП;СТС Агро-Транс ООО;3122002360;312201001;авто Камаз р 426 рт 16;Камаз р 426 рт 16;1104000430;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003631;29.06.2020 0:00:00;
Беличенко С.А. ИП;СТС Агро-Транс ООО;3122002360;312201001;авто Камаз в 610 на 716;Камаз в 610 на 716;1104000435;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003631;29.06.2020 0:00:00;
Беличенко С.А. ИП;СТС Агро-Транс ООО;3122002360;312201001;авто Камаз с 641 тс 199;Камаз с 641 тс 199;1104000429;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003631;29.06.2020 0:00:00;
Беличенко С.А. ИП;МОЙ;3665095819;366301001;авто MAN в 155 ан 136;MAN в 155 ан 136;336022511;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003480;29.06.2020 0:00:00;
Беличенко С.А. ИП;МОЙ;3665095819;366301001;авто MAN е 688 ху 36;MAN е 688 ху 36;336026979;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003480;29.06.2020 0:00:00;
Беличенко С.А. ИП;МОЙ;3665095819;366301001;авто MAN в 162 ан 136;MAN в 162 ан 136;336027738;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003480;29.06.2020 0:00:00;
Беличенко С.А. ИП;МОЙ;3665095819;366301001;авто MAN е 878 вт 136;MAN е 878 вт 136;336028691;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003480;29.06.2020 0:00:00;
Беличенко С.А. ИП;АвтоГруз ООО;3128087561;312801001;авто Scania о 619 ув 31;Scania о 619 ув 31;;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003264;29.06.2020 0:00:00;
Беличенко С.А. ИП;АвтоГруз ООО;3128087561;312801001;авто РЕФ 1151 ах 31;РЕФ 1151 ах 31;336012746;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003264;29.06.2020 0:00:00;
Беличенко С.А. ИП;АТП №17;3666225355;366601001;авто Камаз с 629 ем 136;Камаз с 629 ем 136;336029774;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003299;29.06.2020 0:00:00;
Беличенко С.А. ИП;АТП №17;3666225355;366601001;авто Камаз с 594 ем 136;Камаз с 594 ем 136;336027868;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003299;29.06.2020 0:00:00;
Беличенко С.А. ИП;АТП №17;3666225355;366601001;авто Камаз с 607 ем 136;Камаз с 607 ем 136;336029775;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003299;29.06.2020 0:00:00;
Беличенко С.А. ИП;АТП №17;3666225355;366601001;авто Камаз а 680 вт 136;Камаз а 680 вт 136;336029839;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003299;29.06.2020 0:00:00;
Беличенко С.А. ИП;АТП №17;3666225355;366601001;авто Камаз о 680 ем 136;Камаз о 680 ем 136;336031108;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003299;29.06.2020 0:00:00;
Беличенко С.А. ИП;АТП №17;3666225355;366601001;авто Камаз о 681 ем 136;Камаз о 681 ем 136;336031107;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003299;29.06.2020 0:00:00;
Беличенко С.А. ИП;АТП №17;3666225355;366601001;авто Камаз о 658 ем 136;Камаз о 658 ем 136;336031109;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003299;29.06.2020 0:00:00;
Беличенко С.А. ИП;АТП №17;3666225355;366601001;авто Камаз х 795 во 136;Камаз х 795 во 136;336022700;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003299;29.06.2020 0:00:00;
Беличенко С.А. ИП;АТП №17;3666225355;366601001;авто Камаз с 647 вк 136;Камаз с 647 вк 136;336031269;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003299;29.06.2020 0:00:00;
Беличенко С.А. ИП;АТП №17;3666225355;366601001;авто Камаз с 635 вк 136;Камаз с 635 вк 136;336031268;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003299;29.06.2020 0:00:00;
Беличенко С.А. ИП;АТП №17;3666225355;366601001;авто КАМАЗ с 627 вк 136;КАМАЗ с 627 вк 136;336032286;Да;01.01.0001 0:00:00;000000174;29.06.2020 16:14:44;500;ИПУТ-003299;29.06.2020 0:00:00;
Беличенко С.А. ИП;ГРАНИТ ТД;5602025097;560201001;авто MAN У 245 АХ 123;MAN У 245 АХ 123;359500983;Нет;01.01.0001 0:00:00;;;0;;;
Беличенко С.А. ИП;ГРАНИТ ТД;5602025097;560201001;авто MAN у 249 ах 123;MAN у 249 ах 123;359500984;Нет;01.01.0001 0:00:00;;;0;;;
Беличенко С.А. ИП;ГРАНИТ ТД;5602025097;560201001;авто MAN н 139 ун 123;MAN н 139 ун 123;359500981;Да;01.01.0001 0:00:00;;;0;;;
Беличенко С.А. ИП;ГРАНИТ ТД;5602025097;560201001;авто MAN о 246 ут 93;MAN о 246 ут 93;359500982;Да;01.01.0001 0:00:00;;;0;;;
Беличенко С.А. ИП;ГРАНИТ ТД;5602025097;560201001;авто MAN у 446 ах 123;MAN у 446 ах 123;359500986;Нет;01.01.0001 0:00:00;;;0;;;
